,crisis_support,desc,org,title,advocacy,women,health_med,homeless_housing,seniors,arts_culture,animals,edu_lit,child_youth,community
903,False,"Assisting in the Nursing Education Office with copying, laminating, scanning, packet assembling, and all other duties as assigned.",Mount Sinai South Nassau,Nursing Education - Clerical Assistant,False,False,True,False,False,False,False,False,False,False
904,False,Sorting and filing of Doctor's Mail. Deliver mail to patients and departments.,Hackensack Meridian Health - JFK Medical Center,Mailroom,False,False,True,False,False,False,False,False,False,False
905,False,Make charts/folders Filing Phones Collating Stuffing envelopes,Hackensack Meridian Health - JFK Medical Center,Clerical,False,False,True,False,False,False,False,False,False,False
906,False,Greet and bring patients waiting in the Lobby to Same Day Surgery Department Some clerical Some running errands,Hackensack Meridian Health - JFK Medical Center,Same Day Surgery,False,False,True,False,False,False,False,False,False,False
907,False,Cashier- during breakfast 7-10 & lunch 11-1:30 Also assist with restocking and set up. Clerical-Help answer phones by taking messages...,Hackensack Meridian Health - JFK Medical Center,Food Service & Nutrition,False,False,True,False,False,False,False,False,False,False
908,False,"Visit newly admitted patients to acquaint them with the hospital services, inform them of their rights, listen to patient complaints or...",Hackensack Meridian Health - JFK Medical Center,Patient Representative,False,False,True,False,False,False,False,False,False,False
909,False,Greet patients and families as they enter the hospital.,Hackensack Meridian Health - JFK Medical Center,Greeter,False,False,True,False,False,False,False,False,False,False
910,False,"This volunteer position will introduce and demonstrate CarePages: a free, personal, private Web page that help family and friends...",Hackensack Meridian Health - JFK Medical Center,CarePages Volunteer,False,False,True,False,False,False,False,False,False,False
911,False,"The Jingle Bell Run is a fun, festive 5k to kick off your holidays by helping children & adults living with arthritis - the #1 cause...",Arthritis Foundation New Jersey Chapter,"Jingle Bell Run 5k-Metuchen (Middlesex County, NJ)",False,False,True,False,False,False,False,False,False,False
912,False,Do you enjoy helping those in need? Do you like talking on the phone? Then Grace Healthcare Services Tuck-In program might be for you!!...,Grace Healthcare Services,Hospice Volunteers- Tuck-in Program,False,False,True,False,True,False,False,False,False,False
913,False,Grace Healthcare Services is looking for Hospice volunteers! We welcome your gifts of time and compassion. Whether you choose to work...,Grace Healthcare Services,Hospice Volunteers Needed,False,False,True,False,True,False,False,False,False,False
914,False,Grace Healthcare Services welcomes is looking for Hospice volunteers. We welcome your gifts of time and compassion. Whether you choose to...,Grace Healthcare Services,Hospice Volunteers Needed!,False,False,True,False,True,False,False,False,False,False
915,False,"CALL 202-340-6210. Work VIRTUAL or LOCAL based on YOUR background, interests, hobbies. Any profession, occupation. Flexible schedule ....",Ganga Library Inc.,Chicago Court Ordered Community Service VIRTUAL or LOCAL Nonprofit 501c3 Nobel & Prize...,False,False,True,False,False,False,False,True,False,True
916,False,"Kids In Danger (KID), a Chicago-based nonprofit, is looking for a skilled volunteer to assist in an IT/Javascript program project to help...",Kids In Danger,IT volunteer w/ Javascript experience needed for child safety project,False,False,True,False,False,False,False,False,True,False
917,False,"Work near your home! As a Bilingual Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and...",Rainbow Hospice and Palliative Care,Chicago area Bilingual Home Hospice Patient Support/Companion Volunteer,False,False,True,False,True,False,False,False,False,True
918,False,Action for Healthy Kids (AFHK) has started a new Auxiliary Board and is looking for a diverse group of professionals who are interested...,Action For Healthy Kids,Join the movement to create healthier schools - Join our Auxiliary Board!,False,False,True,False,False,False,False,True,True,False
919,False,Help fundraise for our events. Coordinate a Walk site. Help plan our Gala program. Solicit items for future auctions. Please visit our...,JDRF Illinois Chapter,Walk or Special Events Committee Member,False,False,True,False,False,False,False,False,True,True
920,False,JDRF Illinois Young Leadership Committee (YLC) is a group of young business and civic professionals who are actively involved with JDRF...,JDRF Illinois Chapter,Young Leadership Committee Member,False,False,True,False,False,False,False,False,True,True
921,False,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,Open Heart Magic,"BEDSIDE MAGIC - DOWNTOWN CHICAGO: LURIE'S, UNIV. OF CHICAGO COMER, & RUSH - Bring joy...",False,False,True,False,False,True,False,False,True,False
922,False,"Top Box Foods is a non-profit organization with a simple purpose: to offer fresh, healthy, high-quality foods at affordable prices...",Top Box Foods,Looking for an opportunity to address food justice issues in Chicago?,False,False,True,False,False,False,False,False,False,True
923,False,The AIDS Foundation of Chicago (AFC) is seeking a responsible and motivated individual to intern in its Strategy & Business...,AIDS Foundation of Chicago,Strategic Management & Business Development Intern (Master's),False,False,True,True,False,False,False,False,False,True
924,False,The AIDS Foundation of Chicago (AFC) is seeking a responsible and motivated individual to intern in its Strategy & Business...,AIDS Foundation of Chicago,Strategic Management & Business Development Intern (Bachelor's),False,False,True,True,False,False,False,False,False,True
925,False,The Marketing and Community Outreach Volunteer will focus on re-engaging Lock-Up participants into one of MDA’s signature...,Muscular Dystrophy Association (MDA),Marketing & Community Outreach,False,False,True,False,False,False,False,False,False,True
926,False,Be a hero and make a difference in the lives of others! Give a cancer patient a much-needed ride to treatment and you'll be the one to...,AMERICAN CANCER SOCIETY,Chicago Area Road to Recovery Volunteer Driver,False,False,True,False,False,False,False,False,False,True
927,False,The most important objective for our cancer support program is to ensure that everyone who contacts us and requests personalized cancer...,Imerman Angels 1-on-1 Cancer Support,Cancer Support Program Volunteer,False,False,True,False,False,False,False,False,False,True
928,False,Want to get involved with Imerman Angels? Our Mission: To provide personalized peer connections that enable one-on-one support among...,Imerman Angels 1-on-1 Cancer Support,Part-time Sponsorship Outreach Volunteer,False,False,True,False,False,False,False,False,False,False
929,False,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,Open Heart Magic,BEDSIDE MAGIC - HYDE PARK: U OF CHICAGO COMER CHILDREN'S HOSPITAL - Bring joy and magic...,False,False,True,False,False,True,False,False,True,False
930,False,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking interested candidates to help in a variety of play-based volunteer...,Ann & Robert H. Lurie Children's Hospital of...,Lurie Children's needs you in the new year! Become a hospital play volunteer!,False,False,True,False,False,False,False,False,True,True
931,False,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking interested candidates to help in a variety of volunteer roles with...,Ann & Robert H. Lurie Children's Hospital of...,Help take a bite out of boredom! Become a play volunteer at Lurie Children's Hospital!,False,False,True,False,False,False,False,False,True,True
932,False,Veteran Volunteers play a unique and very important role in the care we provide to our hospice patients. This particular role supports...,JourneyCare,Veteran Pinning Facilitator,False,False,True,False,False,False,False,False,False,True
933,False,Volunteer in your community and set your own schedule! JourneyCare is looking for volunteers to serve at our Hospice CareCenter in...,JourneyCare,Hospice CareCenter Volunteer - Chicago,False,False,True,False,True,False,False,False,False,True
934,False,"Who is JourneyCare? The largest nonprofit provider of palliative, and supportive care in Illinois, JourneyCare serves nearly 4,000 adult...",JourneyCare,Team Care Coordinator Assist- Chicago,False,False,True,False,True,False,False,False,False,True
935,False,Traverse the city experiencing all that it has to offer 1-2 days a week. Make lifelong friends while chaperoning MBIC Members along side...,Midwest Brain Injury Clubhouse,Outing Chaperone,False,False,True,False,False,False,False,False,False,False
936,False,What You Can Do: The Boulevard--Illinois’ only provider of medical respite housing for ill and injured homeless adults--is always...,The Boulevard: The Road to Health and Home,In a Musical Group or Congregation Ensemble?,False,False,True,True,False,False,False,False,False,False
937,False,"Join the Associate Board of The Boulevard! The Associate Board helps the organization in two main ways:(1) hosting fun, energetic social...",The Boulevard: The Road to Health and Home,Join Our Associate Board,False,False,True,True,False,False,False,False,False,False
938,False,Volunteer as a Biomedical Transportation Specialist and deliver lifesaving blood products from Red Cross distribution facilities to...,American Red Cross - Chicago and Northern...,Deliver Life-Saving Products to Hospitals and Facilities,False,False,True,False,False,False,False,False,False,True
939,False,"Addiction does not have to be ugly, even when the populations we serve are homeless, poverty-stricken, and incarceration experienced. In...",Above and Beyond family Recovery Center,Furniture Repair Person,False,False,True,True,True,False,False,False,False,False
940,False,"CommunityHealth relies on volunteers to keep all aspects of our volunteer-based free health clinic running, including in our full-service...",CommunityHealth,Volunteer Medical Assistant / Phlebotomist / Lab Technician,False,False,True,False,False,False,False,False,False,True
941,False,Expanding community engagement within the Northwest Indiana and Chicagoland areas through: 1. Partnering up with local middle school and...,POP ON TEEN VIOLENCE INC,ChiPOP Community Engagement Volunteer,False,False,True,False,False,False,False,False,True,True
942,False,Foot Clinic is a service offered on the third Saturday and last Monday of every month from 10am-12pm. People experiencing homelessness...,Care For Friends,Volunteers Needed for Footcare Clinic,False,False,True,True,False,False,False,False,False,True
943,False,Purpose: The overall goal is to equip residents with the knowledge and skills to be able to manage their own lives in a healthy and...,The Boulevard: The Road to Health and Home,Healthy Living Skills Facilitator,False,False,True,True,False,False,False,True,False,False
944,False,"Are you interested in providing your professional expertise to reduce homelessness in Chicago? Founded in 1994, The Boulevard of Chicago...",The Boulevard: The Road to Health and Home,Looking to join a Board of Directors?,False,False,True,True,False,False,False,False,False,False
945,False,"Project Onward is a gallery and studio that supports the professional development of artists with exceptional talents and challenges,...",Project Onward,Project Onward Part-Time Counselor/Therapist/Psychologist,False,False,True,False,False,False,False,False,False,True
946,False,Volunteers will provide a welcoming retail environment to all customers; merchandise items donated; handle sales and bag merchandise; and...,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Resale Shop Volunteer,False,False,True,False,False,False,False,False,False,True
947,False,"We are looking for medical volunteers for upcoming One Step Programs. We offer camps and programs for children whom are battling cancer,...",Camp One Step,Looking for volunteer Medical Staffing for Camp!,False,False,True,False,False,False,False,False,True,False
948,False,We are looking for volunteers that are interested in helping our mission of making sure that kids with cancer can have amazing...,Camp One Step,Help Send a Kid With Cancer to Camp!,False,False,True,False,False,False,False,False,True,False
949,False,We invite you to make a difference in the life of a fellow military veteran. You were there for each other when you served so very far...,"Unity Hospice of Chicagoland, Northwest...",Veteran-to-Veteran Volunteer Opportunity,False,False,True,False,True,False,False,False,False,False
950,False,"""People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in, their true beauty...","Unity Hospice of Chicagoland, Northwest...",Patient Care and Administrative Volunteer Opportunity,False,False,True,False,True,False,False,False,False,False
951,False,The Care for Friends Healthcare clinic is a service offered on the 2nd Saturday of every month. Health issues and lack of healthcare...,Care For Friends,Healthcare Clinic Volunteer - Healthcare Experience Needed,False,False,True,True,False,False,False,False,False,False
952,False,"This active service includes transporting patients by wheelchair, running patient errands, delivering flowers, patient visiting, clerical...",Rush University Medical Center,Special Services Volunteer,False,False,True,False,False,False,False,False,False,True
953,False,Ann & Robert H. Lurie Children's Hospital of Chicago is looking for licensed massage therapists to volunteer with our patients and...,Ann & Robert H. Lurie Children's Hospital of...,Massage Therapists wanted to volunteer at a children's hospital!,False,False,True,False,False,False,False,False,True,False
954,False,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking hospitality volunteers to help in a variety of roles. If you enjoy...,Ann & Robert H. Lurie Children's Hospital of...,Hospitality volunteers wanted for a children's hospital!,False,False,True,False,False,False,False,False,True,True
955,False,Ann & Robert H. Lurie Children's Hospital of Chicago is looking for licensed hairstylists to volunteer with our patients and...,Ann & Robert H. Lurie Children's Hospital of...,Licensed Hairstylists wanted to volunteer at a children's hospital!,False,False,True,False,False,False,False,False,True,False
956,False,Is Your Dog Itching to Make a Difference? Your certified pet can help hospice patients! Volunteering for Unity Hospice is very flexible!...,"Unity Hospice of Chicagoland, Northwest...",Paws for Patients-Volunteer with your Dog!!,False,False,True,False,False,False,True,False,False,True
957,False,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,Open Heart Magic,BEDSIDE MAGIC - DOWNTOWN: LURIE CHILDREN'S HOSPITAL - Bring joy and magic to sick kids,False,False,True,False,False,True,False,False,True,False
958,False,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,Open Heart Magic,BEDSIDE MAGIC - DOWNTOWN CHICAGO: RUSH UNIVERSITY MEDICAL CENTER - Bring joy and magic...,False,False,True,False,False,True,False,False,True,False
959,False,Are you thinking of going into the health care field? Want to see what it's like working with patients in a hospital environment? Our...,Rush Oak Park Hospital,Want some real world experience in a clinical environment?,False,False,True,False,False,False,False,False,False,True
960,False,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...,Rush Oak Park Hospital,General Surgical Floor Unit Assistant volunteer,False,False,True,False,False,False,False,False,False,True
961,False,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...,Rush Oak Park Hospital,Telemetry Unit Assistant volunteer,False,False,True,False,False,False,False,False,False,True
962,False,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...,Rush Oak Park Hospital,Orthopedic Unit Assistant volunteer,False,False,True,False,False,False,False,False,False,True
963,False,"In addition to observing Therapists, Therapy volunteers will also provide assistance with non-clinical program duties as needed....",Rush Oak Park Hospital,Out Patient Therapy Volunteer,False,False,True,False,False,False,False,False,False,True
964,False,Come volunteer at fall’s most 'spirited’ event! It’s the 8th annual 5K Run/Walk on the grounds of the northside’s...,Special Events Management,CRYPT 5k,False,False,True,False,False,False,False,False,False,False
965,False,Kindred Hospice is seeking Military Veteran volunteers to provide companionship and socialization to Veteran patients with life-limiting...,Kindred Hospice,Veteran Volunteer and Friend for Hospice,False,False,True,False,True,False,False,False,False,False
966,False,"Do you play a stringed instrument such as a harp, violin or guitar? What about the piano? We have several openings in our volunteer music...",Rush Oak Park Hospital,Music volunteers needed to play for our patients!,False,False,True,False,False,True,False,False,False,True
967,False,"Do you have a heart for helping others who are facing end of life challenges? If so, we have an opportunity for a volunteer to support a...",Grace Hospice of Chicago,Volunteer Opportunity/North side/Wrigleyville Area in Chicago,False,False,True,False,True,True,False,False,False,False
968,False,"Under the direction of the Pulmonary Rehab Coordinator, responsibilities will include: transporting patients in wheelchairs; cleaning...",Rush Oak Park Hospital,Pulmonary Rehab Volunteer,False,False,True,False,False,False,False,False,False,True
969,False,Laboratory Front Desk volunteers assist staff in providing a more efficient and effective working environment. Responsibilities include:...,Rush Oak Park Hospital,Laboratory Front Desk Volunteer,False,False,True,False,False,False,False,False,False,True
970,False,IT Volunteers assist staff in providing a more efficient and effective working environment. Volunteer duties may include; Entry level IT...,Rush Oak Park Hospital,Information Technology (IT) Volunteer,False,False,True,False,False,False,False,False,False,True
971,False,"Information Desk volunteers provide customer service support to the Hospital's patients, visitors, and staff. Under the direction of the...",Rush Oak Park Hospital,Information Desk Volunteer,False,False,True,False,False,False,False,False,False,True
972,False,The mission of Jane Addams Resource Corporation (JARC) is to ensure that people who work do not live in poverty. We do this by providing...,Jane Addams Resource Corporation,Medical Terminology Tutor,False,False,True,False,False,False,False,True,False,False
973,False,"When a child is in pain or feeling ill, you never hear them say ""I want to go to Disney World"". Rather, they say ""I WANT...","Normal Moments, Inc.",Give Children the Greatest Gift,False,False,True,False,False,False,True,False,True,False
974,False,"Fostering is a life saving experience for the cats and kittens Tree House assists, and a life changing experience for the volunteers who...",Tree House Humane Society,Foster Volunteer,False,False,True,False,False,False,True,False,False,False
975,False,Chicago Methodist Senior Services Position Title: Therapeutic Pet Visitor POSITION SUMMARY: The primary purpose of your position is to...,Chicago Methodist Senior Services,Share Your Canine Companion and Enhance the Lives of Seniors!,False,False,True,False,True,False,True,False,False,False
976,False,Loyola Medicine Hospice is looking for compassionate people who would like to volunteer their time to make the lives of those who are...,Loyola Medicine Hospice,Southside Chicago Hospice Volunteers Needed,False,False,True,False,False,False,False,False,False,True
977,False,Are you looking for a volunteer opportunity in your community? JASC is seeking volunteers to provide companionship and help with general...,JASC,Out of the House Program Assistant,False,False,True,False,True,False,False,False,False,True
978,False,"What is AmeriCorps? AmeriCorps is a national service program that involves people in ""getting things done"" in communities....","Comprehensive Care, Community, and Culture...",C4P AmeriCorps Program,False,False,True,False,False,False,False,False,False,True
979,False,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program; creating legacy projects...",Seasons Hospice and Palliative Care- Illinois,Valued Volunteers Needed: Inpatient Center Vounteers: Swedish Covenant Hospital,False,False,True,False,True,False,False,False,False,True
980,False,Position Title: Massage Therapist Program/Department: Wesley Place/Hartwell Place/Covenant Home Reports To: Director of Volunteer...,Chicago Methodist Senior Services,Share Your Healing Touch! Become a Massage Therapist for Seniors!,False,False,True,False,True,False,False,False,False,False
981,False,"Musicians on Call, a non-profit organization that brings live and recorded music to the bedsides of patients in healthcare facilities...",Chicago Methodist Senior Services,Brighten the days of older adults through                     Musicians on Call,False,False,True,False,True,True,False,False,False,False
982,False,"Many of us have experienced a loss in our lives - a sibling, a parent, a grandparent, a child. Think back on that time - who supported...",Kindred Hospice,Provide Compassionate Support to brighten a Hospice Journey,False,False,True,False,True,False,False,False,False,True
983,False,Are you an enthusiastic singer? Do you play guitar or ukulele like a star (or at least passably)? Are you crazy about coloring and love...,Kindred Hospice,Volunteer in Hospice - Make End of Life more Beautiful,False,False,True,False,True,True,False,False,False,False
984,False,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice Pet Therapy Volunteer, you can plan...",Angels Grace Hospice,Pet Therapy for Hospice Patients in Bridgeview Nursing Homes,False,False,True,False,True,False,True,False,False,False
985,False,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice volunteer, you can plan your visits...",Angels Grace Hospice,Pet Therapy for Hospice Patients in LaGrange/Hinsdale Nursing Homes,False,False,True,False,True,False,True,False,False,False
986,False,We are looking for individuals who really want to make a difference for seniors in their community. We need volunteers to provide...,Residential Hospice,Help Seniors in Melrose Park!,False,False,True,False,True,False,False,False,False,False
987,False,Volunteer at Amita Health Saint Francis Hospital Evnston and become part of a special group of people who care! Volunteers who care are...,Amita Health Saint Francis Hospital Evanston,Volunteers--- Patient Ambassador @ Amita Health Saint Francis Hospital Evanston,False,False,True,False,False,False,False,False,False,True
988,False,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...,Rainbow Hospice and Palliative Care,Park Ridge area Pet Therapy Hospice Volunteer,False,False,True,False,False,False,True,False,False,False
989,False,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...,Rainbow Hospice and Palliative Care,Evanston area Pet Therapy Hospice Volunteer,False,False,True,False,True,False,True,False,False,False
990,False,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...,Rainbow Hospice and Palliative Care,La Grange area Pet Therapy Hospice Volunteer,False,False,True,False,False,False,True,False,False,False
991,False,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",Rainbow Hospice and Palliative Care,La Grange area Home Hospice Patient Support/Companion Volunteer,False,False,True,False,True,False,False,False,False,True
992,False,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",Rainbow Hospice and Palliative Care,Chicago area Home Hospice Patient Support/Companion Volunteer,False,False,True,False,True,False,False,False,False,True
993,False,Volunteer services would be in a patients home or facility through out the area listed below. Offering support to the terminally ill and...,Advocate Hospice,Hospice Volunteer-Chicago and Southern Suburbs,False,False,True,False,True,False,False,False,False,True
994,False,Are you a compassionate and caring person? Do you have at least 2 hrs. in the week or weekend to help? Empathetic volunteers will serve...,Harbor Light Hospice,"Compassionate Teens, Students, and Adults Needed to Visit Hospice Patients in...",False,False,True,False,True,False,False,False,False,True
995,False,This is for our fall fundraiser - date and location in the works- and we need some help. We need someone to mix and serve the drinks and...,Mental Health Association GC (MHAGC),Experienced Beverage and Drink Server,False,False,True,False,False,False,False,False,True,False
996,False,MHAGC Event Planner Overview The MHAGC Event Planning role is for individuals who enjoy planning events and working to make them...,Mental Health Association GC (MHAGC),Event Planning volunteer,False,False,True,False,False,False,False,False,True,True
997,False,Volunteers make calls and assist potential members - both members and referral service members - with setting up a pledge or directing...,Mental Health Association GC (MHAGC),Membership Drive Volunteer,False,False,True,False,False,False,False,False,True,True
998,False,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for...",Great Lakes Caring Hospice,Volunteers needed for Senior companionship.,False,False,True,False,True,True,False,False,False,False
999,False,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for...",Great Lakes Caring Hospice,Volunteers companionship needed for the elderly,False,False,True,False,True,True,False,False,False,False
1000,False,Cantata Adult Life Services is a nonprofit organization committed to the changing needs of the community and our campus. We continue to...,Cantata Adult Life Services,Physical Therapy Office Clerical Assistance,False,False,True,False,True,False,False,False,False,False
1001,False,Cantata Adult Life Services is a nonprofit organization committed to the changing needs of the community and our campus. We continue to...,Cantata Adult Life Services,Nursing Unit Clerk,False,False,True,False,True,False,False,False,False,False
1002,False,A volunteer’s role in Child Life is to bring a smile and lend a helping hand in ways that increase the comfort and care provided to...,Loyola University Health System,Pediatrics Child Life Volunteer,False,False,True,False,False,True,False,False,True,False
1003,False,A volunteer’s role in Child Life is to bring a smile and lend a helping hand in ways that increase the comfort and care provided to...,Loyola University Health System,Child Life Playroom,False,False,True,False,False,True,False,False,True,False
1004,False,Summary: The Operations Intern (OI) has a central role in supporting the day-to-day administrative needs of the office and staff....,Solidarity Bridge,Intern - Operations,False,False,True,False,False,False,False,False,False,False
1005,False,Position Title: Volunteer Office Administrative Assistant Position Purpose: To support the St. Jude mission & vision and provide the...,ALSAC/St. Jude Children's Research Hospital,St. Jude Volunteer Office Administrative Assistant,False,False,True,False,False,False,False,False,True,True
1006,False,Kindred Hospice is seeking volunteers to provide companionship and support to patients with life-limiting illnesses and their families in...,"KINDRED HOSPICE, formerly Gentiva Hospice","Patient Visit Volunteer and Friend in Morton Grove, Niles, Skokie Area",False,False,True,False,True,False,False,False,False,True
1007,False,"Do you have extra time on your hands? Have a desire to help others? Norwood Seniors Network, located in the Norwood Park neighborhood, is...","norVOLution, Norwood's Volunteer Revolution",Help deliver meals to area seniors!,False,False,True,False,False,False,False,False,False,True
1008,False,"Volunteers are the HEART of Heartland Hospice! We are looking for special individuals who live in oak Lawn, Burbank and surrounding...",Heartland Hospice,Bring a Smile to a Hospice Patient!,False,False,True,False,True,False,False,False,False,True
1009,False,Volunteers are the HEART of Heartland Hospice! We are looking for more pet therapy teams to join our growing team of amazing volunteers!...,Heartland Hospice,Share your pets unconditional love with a Hospice patient,False,False,True,False,True,False,False,False,False,True
1010,False,"Through our Veterans Companion Program, Veterans will have the unique ability to support other Veterans who are terminally ill. Heartland...",Heartland Hospice,No Veteran Dies Alone!,False,False,True,False,True,False,False,False,False,False
1011,False,The nonprofit Norwood Life Society Thrift Shop has been a part of the fabric of the Norwood Park community for over 30 years. People know...,"norVOLution, Norwood's Volunteer Revolution",Volunteer Thrift Shop Associate,False,False,True,False,True,False,False,False,False,True
1012,False,"Solidarity Bridge for the past 20 years has been partnering with medical communities in Bolivia to increase access to safe, essential,...",Solidarity Bridge,Volunteer - Supply Chain,False,False,True,False,False,False,False,False,False,False
1013,False,"Retrieve/clean equipment, fill equipment orders, deliver equipment, deliver wheelchairs, carts and other related duties. Times needed is...",Advocate Christ Medical Center / Volunteer...,EPD/Patient Transport,False,False,True,False,False,False,False,False,False,True
1014,False,"To act as a reception/greeter to patient family members and guests. To serve as a liaison between surgery staff, physicians and family...",Advocate Christ Medical Center / Volunteer...,Surgical Family Waiting Room(SFWR),False,False,True,False,False,False,False,False,False,True
1015,False,Our Brookfield Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy...,Meals on Wheels Foundation of Northern Illinois,Zumba Instructor,False,False,True,False,True,False,False,False,False,False
1016,False,Our Melrose Park Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy...,Meals on Wheels Foundation of Northern Illinois,Zumba Instructor,False,False,True,False,True,False,False,False,False,False
1017,False,Our Franklin Park Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy...,Meals on Wheels Foundation of Northern Illinois,Zumba Instructor,False,False,True,False,True,False,False,False,False,False
1018,False,Our Hometown Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy having...,Meals on Wheels Foundation of Northern Illinois,Zumba Instructor,False,False,True,False,True,False,False,False,False,False
1019,False,In the Western suburbs of Chicago. To supporting terminally ill patients and their families by offering a compassionate presence. You...,Advocate Hospice,Hospice Volunteer,False,False,True,False,False,False,False,False,False,True
1020,False,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,Open Heart Magic,BEDSIDE MAGIC - OAK LAWN: ADVOCATE CHILDREN'S HOSPITAL - Bring joy and magic to sick kids,False,False,True,False,False,True,False,False,True,False
1021,False,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,Open Heart Magic,BEDSIDE MAGIC - PARK RIDGE: ADVOCATE CHILDREN'S HOSPITAL - Bring joy and magic to sick...,False,False,True,False,False,True,False,False,True,False
1022,False,Friendly Visitor volunteers regularly visit hospice patients to offer comfort and support to them and their families. This is a special...,Providence Hospice,Make A Difference NOW! - Visit Hospice Patients in Your Area (Burr Ridge),False,False,True,False,True,False,False,False,False,True
1023,False,The volunteer is a part of the hospital service team. You will work closely with hospital staff and other volunteers in a service...,Ingalls Hospital,SHIP Counselor (Senior Health Insurance Program),False,False,True,False,True,False,False,False,False,False
1024,False,Friendly Visitor volunteers regularly visit hospice patients to offer comfort and support to them and their families. This is a special...,Providence Hospice,Make  A Difference NOW! -Visit Hospice Patients in Your Community (Elmhurst/LaGrange...,False,False,True,False,True,False,False,False,False,False
1025,False,"""Our perfect companions never have fewer than four feet"" Are you a loving and kind individual with a fondness for seniors? Do...",Kindred Hospice,Pet Therapy Hospice Volunteers Needed!,False,False,True,False,True,False,True,False,False,False
1026,False,Kindred Hospice is seeking Military Veteran volunteers to provide companionship and socialization to Veteran patients with life-limiting...,Kindred Hospice,Veteran Volunteer and Friend for Veteran Hospice Patients,False,False,True,False,True,False,False,False,False,False
1027,False,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice volunteer, you can plan your visits...",Angels Grace Hospice,Pet Therapy for Hospice Patients in Burr Ridge Nursing Homes,False,False,True,False,True,False,True,False,False,False
1028,False,Loyola Medicine Hospice is looking for compassionate people who are willing to volunteer for hospice patients and their families....,Loyola Medicine Hospice,Hospice Volunteers Needed... volunteer once a quarter!,False,False,True,False,True,False,False,False,False,False
1029,False,We are actively seeking persons who have served in the United States Military to provide companionship and support to fellow vets now on...,Residential Hospice,Veteran Helping Veterans,False,False,True,False,True,False,False,False,False,False
1030,False,"Are you interested in helping others? Do you have great people skills? If so, please consider volunteering at Grace Hospice. Everyday is...",Grace Hospice of Chicago,Do you want to give back in a meaningful way? Direct Care and Office skills needed!,False,False,True,False,True,False,False,False,False,False
1031,False,We are looking for someone to provide support to hospice patients in the Palos Heights area. Your presence alone can make someone feel...,Residential Hospice,Palos Heights- Supportive Presence for Hospice Patients,False,False,True,False,True,False,False,False,False,False
1032,False,Are you a Massage Therapist who is interested in giving back to your community in a meaningful way? Grace Hospice is looking for an...,Grace Hospice of Chicago,Massage Therapist,False,False,True,False,False,False,False,False,False,False
1033,False,"The holiday season - a time of friends, family, love and hearth. But for some the struggle continues. While families are shopping,...",APEX Hospice and Palliative Care,Presents or Presence?,False,False,True,False,True,False,False,False,False,False
1034,False,"Seeking Bilingual Volunteers to provide companionship, socialization, memory support and/or supportive presence to hospice patients at...",APEX Hospice and Palliative Care,¿Hablas Español?,False,False,True,False,False,False,False,False,False,False
