title,org,desc
Volunteer Super Hero(ine),Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Story Capturing Mentor,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Green-Thumbed Gardener,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center is searching for competent and reliable gardeners to maintain our facility’s community...
Plumber,Above and Beyond family Recovery Center,Are you interested in pipes? Does water float your boat? We are looking for humans with heart ( and the stomach) who are interested in...
Case Manager,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides free counseling services to one of the most under-served communities in Chicago. Our...
Instrument Maintenance,BANDWITH MUSIC LTD,"We need a few volunteers to help us with basic instrument maintenance. Guitars need to be strung and cleaned up, brass instruments need..."
Interpreter for Citizenship Interview,Erie Neighborhood House,This is an on-call volunteer position to enhance and brighten your bilingual skills.Volunteer will be willing to go with the applicant on...
ESL Volunteer Tutor,Erie Neighborhood House,Help an adult learner to improve his/her conversation in English as a Second Language. 2 hours per week as a minimum. We provide...
Small Group ESL Tutor,Erie Neighborhood House,The Community Literacy Program is looking for English as a Second Langugage tutors who are willing to teach a small group. The times and...
Part-time Office Assistant,Erie Neighborhood House,Part-time Office Assistant Description Job Brief: The Community Literacy Program at Erie Neighborhood House is looking for a welcoming...
Tutor in Chicago Public Schools,Erie Neighborhood House,Volunteer to teach English to parents with our partnerships in Chicago Public Schools. Parents are Spanish native speakers. Free traning...
Teaching English To Adults,Erie Neighborhood House,"Tutoring English as a Second Language to adults Helping Adults to improve their vocabulary, pronunciation, reading and writing, and..."
Volunteer Office Assistant Saturdays 9 a.m.-12 p.m.,Erie Neighborhood House,Erie Neighborhood House is looking for a volunteer office assistant to come in on Saturdays from 9 a.m. until noon. The volunteer would...
Become a Tutor and Mentor to Chicago Youth!,"Chicago Lights Tutoring Program, Fourth...","Celebrating its 55th year of service, Tutoring provides academic support to children living in under-resourced neighborhoods on the near..."
Bond With a Youth--Become a Mentor!,Mercy Home for Boys and Girls,Here's a great way to work with kids and make new friends while having a fantastic experience! Mercy Home's Friends First mentoring...
Senior Citizen Mentors,Project Education Plus,"We are currently looking for volunteers to present arts, dance, exercise, and/or other opportunities to our seniors. We can also use..."
Associate Board,GREEN STAR MOVEMENT NFP,The Green Star Movement Associate Board is a collection of young professionals who serve as ambassadors of Green Star Movement and help...
Marketing and Development Committee,GREEN STAR MOVEMENT NFP,"BOARD OF DIRECTORS COMMITTEES We are looking for individuals to serve on the Governance, Program, or Marketing & Development..."
Program Committee,GREEN STAR MOVEMENT NFP,"We are looking for individuals to serve on the Governance, Program, or Marketing & Development Committee of our Board of Directors...."
Volunteer Chapter Lead - Military Lead and Civilian Leaders Needed!,Blue Star Families,Volunteer Chapter Lead - Military Leaders and Civilian Leaders needed! Have a passion for military families? Looking for a volunteer role...
Family Literacy Program Volunteers,Association House of Chicago,The Family Literacy Program provides on-site childcare for the children of the parents who attend Association House High School. We also...
Server Masquerade Gala,Better Sister and Brother Growth Network,Server Responsibilities: Take food and drink orders from customers accurately and with a positive attitude. Memorize orders Engage with...
Tutoring Incarcerated youth at Illinois Youth Center Chicago,Literacy Volunteers of Illinois,Literacy Volunteers of Illinois' Jump Start program began as an initiative to invite members from the community to tutor incarcerated...
Recruiting people for Rescuing Leftover Cuisine's Chicago branch leadership team!,Rescuing Leftover Cuisine Inc,"RLC is opening a branch in Chicago, IL, and we are recruiting people who are interested to be a member of the Chicago Branch's core team...."
Auxiliary Board,Association House of Chicago,Join our Auxiliary Board to make a big impact in Chicago! The Association House of Chicago’s young professionals’ board...
Host an Exchange Student! - Join Greenheart's Global Family,Greenheart Exchange,Bring the world to your community as a host family with Greenheart Exchange! Families who host exchange students often experience a...
Food Pantry Volunteer,Marillac Food Pantry,"Marillac Food Pantry is not only a well established resource for our community, but serves approximately 1,000 families each month. The..."
Volunteer to fix fences,Chicago URBAN ART RETREAT Center,We are re-claiming vacant lots and creating Peace Parks. We need helpers who can fix chain link fences. Is that you? We need your help!...
Volunteer Medical Assistant / Phlebotomist / Lab Technician,CommunityHealth,"CommunityHealth relies on volunteers to keep all aspects of our volunteer-based free health clinic running, including in our full-service..."
Lakeview Pantry @ La Casa Norte,Lakeview Pantry,"Thank you for your interest in volunteering with Lakeview Pantry. Lakeview Pantry sees thousands of volunteers every year, and we are so..."
ChiPOP Community Engagement Volunteer,POP ON TEEN VIOLENCE INC,Expanding community engagement within the Northwest Indiana and Chicagoland areas through: 1. Partnering up with local middle school and...
ChiPOP Student Engagement Specialist,POP ON TEEN VIOLENCE INC,Recruit and retain interested students through engagement efforts for our program by: 1. Develop a supportive and trusting relationship...
Volunteers Needed for Footcare Clinic,Care For Friends,Foot Clinic is a service offered on the third Saturday and last Monday of every month from 10am-12pm. People experiencing homelessness...
"Visit Elders with Dementia, Bring Joy and Friendship!",Little Brothers - Friends of the Elderly...,"Little Brothers - Friends of the Elderly's philosophy, programs and activities are focused on alleviating loneliness and isolation among..."
Technology Lab Volunteer,Association House of Chicago,Help us bridge Humboldt Park community residents through the digital divide. With only four out of ten residents using broadband or...
Golf Classic Committee,The Big Shoulders Fund,Every year the Big Shoulders Fund holds its annual Golf Classic. This year the 14 th Annual Golf Classic is being held at Olympia Fields...
Compost and Market Volunteers,Wicker Park Bucktown Chamber of Commerce,Farmer's market assistants will help with the following: Assist with morning set-up and check-ins with vendors Assist with compost/waste...
Director of Marketing and Communications,MINDS MATTER,Management Team: Director of Marketing & Communications (Marcom) The Director of Marketing & Communications primary goal is to...
Corporate or Group Gardening Workdays,Lincoln Park Conservancy,Bring your work or social group out to Lincoln Park to help us restore and maintain the beautiful landscapes and natural areas of this...
Typist Volunteer,Northside Latin Progress,"Hello, help the director type out letters to send out to help aid the immigrant male population in the Northwest side of Chicago. Letters..."
Lead a Women's Discussion Group,The Boulevard: The Road to Health and Home,What You Can Do: We would love for female volunteers to help facilitate a discussion group for women who live in our transitional housing...
Men's Discussion Group Facilitator,The Boulevard: The Road to Health and Home,"Once a week, the male and female residents attend two separate sessions: The Men's Group and The Women's Group. The Men's Group: The..."
Volunteers Needed at the PAWS Chicago Medical Center,PAWS Chicago,"When animals come to us, whether as homeless pets or for spay/neuter, they need compassionate care. Our Medical Center is the first stop..."
Fresh Market Food Pantry,Breakthrough Urban Ministries,"Tuesday 1:00pm-4pm, Thursday 9am-2pm, Saturday, 9am-12pm Partner with us in our fresh market food pantry by setting up the pantry,..."
After School Teacher Aide,Breakthrough Urban Ministries,Monday-Friday from 3:45p-6:45p Pick a day and help children in grades K-8 in our afterschool program while building relationships.
Litter Pick Up Day Events,Chicago URBAN ART RETREAT Center,Each month on the first Saturday from 1-4pm we want to recruit people to help clean up North Lawndale by picking up litter and cleaning...
Museum Volunteers Needed!,HERITAGE MUSEUM OF ASIAN ART,Heritage Museum of Asian Art is in need of volunteers to assist us at our admissions desk and our gift shop. We need volunteers everyday...
Share-A-Meal Event (SAM),The Boulevard: The Road to Health and Home,This is our most popular group activity at The Boulevard! http://www.blvd.org Our Share-a-Meal (SAM) program offers the opportunity for a...
Donation Drives,The Boulevard: The Road to Health and Home,"Help the residents of The Boulevard with their recovery by hosting a doantion drive! Get your church, school or organzation involved and..."
English Tutor,Hanul Family Alliance,"Recruiting Basic English Tutor for Korean Seniors Hanul Family Alliance is looking for volunteers who can teach basic speaking, reading..."
Project Onward Part-Time Counselor/Therapist/Psychologist,Project Onward,"Project Onward is a gallery and studio that supports the professional development of artists with exceptional talents and challenges,..."
Resale Shop Volunteer,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Volunteers will provide a welcoming retail environment to all customers; merchandise items donated; handle sales and bag merchandise; and...
Enjoy Science and Sharing knowledge? Volunteer at The Field Museum,The Field Museum,"Did you know that The Field Museum has over 40 million specimens in their collection, and less than 1% is out for public viewing? Join..."
After School Tutor/Mentor,Casa Central,"Looking for the opportunity to support school age children, 6- 17 years old? With the new the school year approaching we are seeking..."
Special Services Volunteer,Rush University Medical Center,"This active service includes transporting patients by wheelchair, running patient errands, delivering flowers, patient visiting, clerical..."
Warehouse Organization,Chicago Community ToolBank,"The Chicago Community ToolBank serves the nonprofit community by lending high quality tools, like hammers, rakes, wheelbarrows, and..."
Development Coordinator,Chicago Community ToolBank,"The Chicago Community ToolBank is new to the Chicago area. We are a nonprofit serving other nonprofits by lending high quality tools,..."
Outreach/PR Coordinator,Chicago Community ToolBank,"The Chicago Community ToolBank lends high quality tools, such as hammers, drills, rakes and wheelbarrows to other nonprofits, allowing..."
Paws for Patients-Volunteer with your Dog!!,"Unity Hospice of Chicagoland, Northwest...",Is Your Dog Itching to Make a Difference? Your certified pet can help hospice patients! Volunteering for Unity Hospice is very flexible!...
Reshape a Historic Home!,PIVOT ARTS INC,Create a Sinister Enchanted Forest INSIDE the Historic Colvin House! Pivot Arts will produce an immersive theatrical event at the...
AmeriCorps team Office Redecorating,FIRST DEFENSE LEGAL AID,FDLA received a generous donation of furniture that needs to be moved around at our Know Your Rights University office. This office is...
Chicago's Little Village and Pilsen neighborhoods need leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Little Village and Pilsen need inspiring Girl Scout troop leaders - people like you! We are looking for people to share their...
Chicago Midway area needs leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Chicago Midway area need inspiring Girl Scout troop leaders - people like you! We are looking for people to share their time and...
Chicago needs leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,"Girls in Gage Park, Brighton Park, Back of the Yards, and McKinley Park need inspiring Girl Scout troop leaders - people like you! We are..."
Help cook and serve a dinner for our homeless neighbors this Sunday,Chicago Fun Volunteers,You can RSVP directly on this link to confirm you are coming. No need to wait for a reply. https://www.meetup...
General Surgical Floor Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...
Telemetry Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...
Orthopedic Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...
Out Patient Therapy Volunteer,Rush Oak Park Hospital,"In addition to observing Therapists, Therapy volunteers will also provide assistance with non-clinical program duties as needed...."
Want some real world experience in a clinical environment?,Rush Oak Park Hospital,Are you thinking of going into the health care field? Want to see what it's like working with patients in a hospital environment? Our...
"Production Strike/Load-out (Sun., 10/27)",PIVOT ARTS INC,Help Pivot Arts clean-up Colvin House! We'll be removing scenic elements from our October 26 event at the historic Colvin House. Drop in...
Seeking tutor with a passion for teaching,The Well of Mercy,Seeking tutors that would like to aid in single mothers' educational journey. The tutors would assist in course work and explanation of...
Be The Change for Seniors in Oak Park,Residential Hospice,"We are looking for someone to provide support to hospice patients in the Oak Park area. Your presence alone can make someone feel loved,..."
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
Service Day Transportation Volunteer,CHICAGO BRIDGE PROJECT,"On the SECOND Saturday of the month we gather in Logan Square and prepare food, clothing and other comfort items to share with our..."
Service Day Morning Volunteer,CHICAGO BRIDGE PROJECT,"On the second Saturday of the month we gather in Logan Square and prepare food, clothing and other comfort items to share with our..."
Service Day Afternoon Volunteer- Garfield Park,CHICAGO BRIDGE PROJECT,"On the SECOND Saturday of the month we gather in Logan Square and prepare food, clothing and other comfort items to share with our..."
Help someone become a U.S. Citizen,Indo-American Center,Citizenship interviewers help clients prepare for their citizenship interviews with the United States Department of Citizenship and...
English (ESL) and/or Citizenship Tutor Volunteer,South-East Asia Center,The South-East Asia Center located in the Uptown area needs you to teach English and/or citizenship to immigrants/refugees two hours/week...
Read with CPS 3rd Graders in Albany Park at Hibbard Elementary!,Working In The Schools (WITS),Working in the Schools (WITS) creates positive learning communities through a portfolio of volunteer literacy mentor programs and teacher...
Drop-In and be Creative - Oct. 26,PIVOT ARTS INC,Drop in and Help Transform Colvin House into a Sinister Enchanted Forest! Pivot Arts needs volunteers on October 26 ( anytime between...
Help Us Fight Hunger in Chicago,Outreach Chicago,We will be feeding homeless veterans and individuals living on the streets of Chicago. We are looking for volunteers to help pack lunch...
Music volunteers needed to play for our patients!,Rush Oak Park Hospital,"Do you play a stringed instrument such as a harp, violin or guitar? What about the piano? We have several openings in our volunteer music..."
Program Assistant: Holiday Event Helper,iGlow Mentoring,"If you are looking for a meaningful way to give back to the community during the holidays, then the iGlow Holiday Gift Program is just..."
Mentor an adult Refugee,RefugeeOne,Want to help make a difference in the life of a refugee? RefugeeOne seeks volunteer mentors to help newly arrived refugee adults become...
Mentor a refugee teen,RefugeeOne,Want to make a difference in the life of a refugee? RefugeeOne's teen and young adult mentoring program matches refugee youth ages 15-24...
BPAI Dia de Los Muertos Parade & Art walk,BERWYN PUBLIC ART INITIATIVE NFP,Berwyn Public Art Initiative is looking for volunteers to help coordinate & execute a major community art project around the...
Program Coordinator (Teen Girls),iGlow Mentoring,Job Summary: We are currently working on launching a new program honoring teen girls throughout the Chicagoland area. Our Program...
Read with CPS Kindergarteners in Logan Square at McAuliffe Elementary,Working In The Schools (WITS),Working in the Schools (WITS) sets students on a trajectory for success by building critical literacy skills and positive self-identity...
Auction baskets !,"Perceptual Motion, Inc.",Assemble Auction Items! Perceptual Motion’s silent auction is one of the highlights of our Wine and Chocolate benefit. We need...
Foodies Wanted!,"Perceptual Motion, Inc.",Like food? Food presentation? Join the Food Presentation Committee for the Wine & Chocolate Benefit Volunteers sought for the food...
Teach Financial Literacy at Pirie Elementary!,Junior Achievement of Chicago,Help bring economics to life with Junior Achievement of Chicago! Join other professionals and community members to volunteer their time...
Volunteers Needed for Adult ESL Class (FAST Southwest) - ESL Site,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This opportunity is available Monday, Wednesday, Friday 8:30 AM to 11:15 AM at St Joseph Catholic Church (4800 S Paulina St. Chicago IL,..."
BPAI Dia de los Muertos Sugar Skull Decorating workshop,BERWYN PUBLIC ART INITIATIVE NFP,Berwyn Public Art Initiative is looking for volunteers to help coordinate & execute a major community art project around the...
BPAI Dia de los Muertos Calavera Picket Signs workshop,BERWYN PUBLIC ART INITIATIVE NFP,Berwyn Public Art Initiative is looking for volunteers to help coordinate & execute a major community art project around the...
Laboratory Front Desk Volunteer,Rush Oak Park Hospital,Laboratory Front Desk volunteers assist staff in providing a more efficient and effective working environment. Responsibilities include:...
Information Desk Volunteer,Rush Oak Park Hospital,"Information Desk volunteers provide customer service support to the Hospital's patients, visitors, and staff. Under the direction of the..."
Pulmonary Rehab Volunteer,Rush Oak Park Hospital,"Under the direction of the Pulmonary Rehab Coordinator, responsibilities will include: transporting patients in wheelchairs; cleaning..."
Information Technology (IT) Volunteer,Rush Oak Park Hospital,IT Volunteers assist staff in providing a more efficient and effective working environment. Volunteer duties may include; Entry level IT...
Children's Program Volunteer,"Wonder Works, A Children's Museum in Oak Park","Join our Museum Program Team and lead story times, science programs, and art programs. Some of the programs include shadow puppet story..."
Play Expert,"Wonder Works, A Children's Museum in Oak Park","At Wonder Works, our Play Experts are an integral part of our mission of inspiring confidence, curiosity, and creativity in children and..."
Gift Shop/Operations,Friends of the Oak Park Conservatory,The Oak Park Conservatory’s Gift Shop is a year-round source for environmental friendly gardening & nature-related products for...
JASC Holiday Delight Event Volunteer,JASC,Holiday Delight is a longstanding community event in the Uptown neighborhood of Chicago. The festival hosts a wide variety of vendors...
Volunteer ESL Tutor for Refugee Adult Learners,Heartland Human Care Services - A Company of...,VELT (Vocational & English Language Trainings) Tutoring Program provides a comfortable place for adult refugees to learn and practice...
Volunteers Needed!  JASC Holiday Delight Decoration,JASC,Holiday Delight is our longstanding community event on the north side of Chicago. Our family friendly event hosts a wide variety of...
Hot Cider Hustle Chicago 8K,Best Buddies Illinois,In need of 40 volunteers from 7am-11am on November 9th. Please see additional information below. Job Descriptions: Registration assistant...
Volunteer Workshop Facilitators Needed for Take Charge of Your Health Programs,AgeOptions,Do you have a passion for serving others in the community? Do you find health and wellness as important in overall quality of life? Do...
Mentor's / Youth Advocates Needed,The Rise Foundation,"We currently are seeking Mentors to assist our youth in the college planning process, Candidate will act as an advocate for youth..."
Volunteers Needed for the Adult Education and Career Transition Program (FAST West),UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,General Classroom Tutor; Work with small groups of students during class Follow instructions from the teacher on how to lead group...
Volunteers Needed for the Adult Education and Career Transition Program (FAST...,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This opportunity is available Monday - Thursday from 1:00 PM to 3:30 PM at San Miguel Catholic School (1954 W 48th St, Chicago IL, 60609)..."
Volunteers Needed for the Adult Education and Career Transition Program (FAST...,UIC CENTER FOR LITERACY VOLUNTEER PROGRAM,"This opportunity is available Monday - Thursday from 8:30 AM to 11:15 AM at San Miguel Catholic School (1954 W 48th St, Chicago IL,..."
Southside Chicago Hospice Volunteers Needed,Loyola Medicine Hospice,Loyola Medicine Hospice is looking for compassionate people who would like to volunteer their time to make the lives of those who are...
Early Childhood Classroom Support,VOCEL VIEWING OUR CHILDREN AS EMERGING LEADERS...,The Early Childhood Classroom Support Volunteer will support young children and parents/caregivers as part of VOCEL’s Child-Parent...
Out of the House Program Assistant,JASC,Are you looking for a volunteer opportunity in your community? JASC is seeking volunteers to provide companionship and help with general...
Tutor in Greater Hyde Park,Tutoring Chicago,Looking to make a lasting impact on your community? Join our volunteer team at our Greater Hyde Park locations and help a student develop...
Volunteer in Our Warehouse!,Cradles to Crayons,Are you looking for regular volunteer opportunities on weekdays or weekends? Are you wanting to make a big impact on the lives of local...
Speak Russian with a Lonely Senior!,Chicago Methodist Senior Services,"A lovely Russian gentleman would enjoy a friendly visitor who can speak in his native language. Unfortunately, he doesn't have many..."
Intrinsic's Networking Night,Junior Achievement of Chicago,Intrinsic High School is hosting their 3 rd annual Networking Night with their Juniors and Seniors. Volunteers will have a chance to...
ASPIRA Antonia Pantoja's Career Speaker Series,Junior Achievement of Chicago,ASPIRA Antonia Pantoja will be hosting their monthly Career Speaker Series! The purpose for this event is to help our students set...
ASPIRA Antonia Pantoja's Career Speaker Series,Junior Achievement of Chicago,ASPIRA Antonia Pantoja will be hosting their monthly Career Speaker Series! The purpose for this event is to help our students set...
Soto College and Career Fair,Junior Achievement of Chicago,: We are looking for volunteers to come and speak about their organizations to students and parents. Students are interested to know...
Soto College and Career Fair,Junior Achievement of Chicago,We are looking for volunteers to come and speak about their organizations to students and parents. Students are interested to know...
Career Success at Soto,Junior Achievement of Chicago,We are looking for volunteers to lead one session of JA Career Success to five classes of Senior Seminar. JA Career Success equips...
Kelly's Career Day,Junior Achievement of Chicago,Volunteers are asked to present to a group of students and parents. Discuss your line of work and your organization. Recruiters will get...
Dinner Provider Team,Housing Forward,DINNER TEAM: (Minimum of 4 people) Housing Forward is looking for teams of a minimum of 4 individuals to prepare dinner for shelter...
Administration,CJE SeniorLife,Looking for an opportunity in a vibrant organization serving older adults? CJE SeniorLife has various needs in different locations and...
Employment Consultant,Housing Forward,Work with clients to determine job readiness and to enhance skills as necessary; assist with resume preparation; provide interview...
DONATION DRIVE,GLOBAL EXECUTIVE COUNCIL SERVICES,"Global Executive Council Services, community based non-for-profit is starting its monthly donation drive to support low income families..."
Admin Volunteers,Rincon Family Services,"Looking for admin help with filing, data entering in accounting & purchasing departments."
"Kennel Assistants Needed (Pulaski Petco, Chicago)",St. Sophia's Forgotten Felines,"St. Sophia's Forgotten Felines has cats and kittens living at the Petco in Chicago at Lawrence and Pulaski. And, we need Kennel Helpers!..."
Weaving Archive Project Volunteer,Friedman Place,"Archive completed projects by scanning and saving documents. Ideal volunteers will have familiarity with Windows OS, and be comfortable..."
"Kennel Assistants Needed (Diversy Petco, Chicago)",St. Sophia's Forgotten Felines,"St. Sophia's Forgotten Felines has cats and kittens living at the Petco in Chicago at Diversy and Pulaski. And, we need Kennel Helpers!..."
"Kennel Assistants Needed (Petco, North Riverside)",St. Sophia's Forgotten Felines,"St. Sophia's Forgotten Felines has cats and kittens living at the Petco in Chicago at Lawrence and Pulaski. And, we need Kennel Helpers!..."
C4P AmeriCorps Program,"Comprehensive Care, Community, and Culture...","What is AmeriCorps? AmeriCorps is a national service program that involves people in ""getting things done"" in communities...."
ESL Tutoring Volunteer Opportunities,PODER,"PODER Background Each year, Chicago welcomes thousands of new, Latino immigrants who are inspired by the promise of a better life. But..."
SECRETARY,TOTALLY POSITIVE PRODUCTIONS,"Work closely with Founder/Executive Director. Will type correspondence, data entry into Microsoft Access and Excel softwares and internet..."
Morning Caregiver,Tree House Humane Society,Purpose of Position: Morning Caregivers help staff clean and prepare the colony rooms and the building itself for adoption hours. With...
Level 2 Clinic Assistant,Tree House Humane Society,"Purpose of Position: Level 2 Clinic Assistants perform Level 1 Clinic Assistant duties as well as basic handling and medicating cats, and..."
Afternoon Caregiver,Tree House Humane Society,Purpose of Position: Afternoon Caregivers help staff maintain sanitary and tidy colony rooms for resident cats and help with basic care...
Cat Cafe Assistant,Tree House Humane Society,Purpose of Position: Cat Café Assistants maintain the Cat Café areas to ensure that the Café is a warming and engaging place for visitors...
Operations Intern-Volunteer,Jane Addams Resource Corporation,Intern/Volunteer for Operations Department Essential Functions: Operations: * Assist with maintaining all operational and financial files...
Chicago birthday enthusiasts needed!!,The Birthday Party Project,Come help us spread JOY!!! We throw MAGICAL birthday parties for the kids at the Primo Center for Women and Children on the 3rd Sunday of...
"Help meet the most immediate needs of homeless women, be a program volunteer!",Sarah's Circle,Description Assist program staff in meeting the most immediate needs of clients by: Greeting everyone who enters the facility and...
Thrift Store Manager,Famous Fido Rescue & Adoption Alliance,"We need someone passionate about both animals and about fundraising with a thrift shop. You will be responsible for arranging items,..."
Fundraising Coordinator,Famous Fido Rescue & Adoption Alliance,"We are seeking a volunteer fundraiser ( unpaid BUT with the potential for a paid part-time job in the future) for an animal rescue,..."
Rescue room renovater!,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue and Adoption Alliance gets about 30 calls a day from people who want to abandon an animal. We try to help as many as...
Save a life!  Foster a dog!,Famous Fido Rescue & Adoption Alliance,"Famous Fido rescues dogs from death row, who are most often there for no good reason! We pay the immediate vetting costs to include..."
Help Plan Parties!  Event Coordinator Needed,Famous Fido Rescue & Adoption Alliance,"The position: We are seeking a special events planner ( on a volunteer basis, unpaid BUT with the potential for a paid part-time job in..."
Website Coordinator,Famous Fido Rescue & Adoption Alliance,"The position: We are seeking a website coordinator (on a volunteer basis, unpaid BUT with the potential for a paid part-time job in the..."
Major Gifts Fundraiser,Famous Fido Rescue & Adoption Alliance,We need volunteer(s) who have a lot of emotional intelligence and are experienced in searching for and building relationships with...
Kennel Help,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue and Adoption Alliance is looking for a volunteer EXPERIENCED kennel help person. We are non-profit animal rescue...
Bookkeeper for Non-Profit Animal Rescue,Famous Fido Rescue & Adoption Alliance,We need volunteer Bookkeepers to volunteer a few hours per week to: - Set up ledgers - Create monthly and yearly cash flows - Organize...
Grant Writer,Famous Fido Rescue & Adoption Alliance,"Responsible for obtaining grant funding to support animal rescue efforts. The grant writer will work with our President, Gloria Lissner,..."
Rescue Store Manager,Famous Fido Rescue & Adoption Alliance,"The position: We are seeking a volunteer rescue store manager ( unpaid BUT with the potential for a paid part-time job in the future,..."
Bookkeeper,Famous Fido Rescue & Adoption Alliance,The position: We are seeking a volunteer bookkeeper ( unpaid BUT with the potential for a paid part-time job in the future) for an animal...
Website Designer Needed,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue needs an experienced web designer to occasionally assist with updating pages of our existing website or help us in...
Recordkeeper,Famous Fido Rescue & Adoption Alliance,"We are seeking a volunteer recordkeeper ( unpaid BUT with the potential for a paid part-time job in the future) for an animal rescue,..."
Clerical help needed!,Famous Fido Rescue & Adoption Alliance,"Famous Fido Rescue is looking for one or more organized, reliable, and motivated people to help manage ongoing clerical duties, such as..."
Tour Docents Needed at The Oak Park Conservatory--New training dates added!,Friends of the Oak Park Conservatory,Share your love of plants and the natural world by becoming a Tour Docent at the Oak Park Conservatory. New training dates have been...
Outreach/Communications Volunteer,Hana Center,The Outreach volunteer will support HANA Center's mission by communicating our programs and initiatives to help build awareness and to...
Mentor a Girl! Be a Powerful Force for Change! Get Involved!,"Ladies of Virtue, NFP","Interested in mentoring? Passionate about giving back to your community? Consider volunteering with Ladies of Virtue (LOV), an..."
English Language Tutor,Hana Center,We are currently looking for volunteers to help tutor our students. Tutoring usually lasts about 1 hour and during this hour you will...
Valued Volunteers Needed: Inpatient Center: Holy Cross Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program by creating legacy..."
Valued Volunteers Needed: Inpatient Center Vounteers: Swedish Covenant Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program; creating legacy projects..."
Basic Maintenance Kennel Help,Famous Fido Rescue & Adoption Alliance,Maintenance Kennel Help- We need people who can come in for a few hours a week: - Painting - Cleaning - Fix kennels (basic...
Volunteers Needed to Help Lead Volunteer Shifts!,Cradles to Crayons,Organization History and Model Cradles to Crayons (C2C) was launched in 2002 by Lynn Margherio with the mission to provide children from...
Play with babies to support single moms!,The Well of Mercy,We are a transitional living program for homeless women who choose life for their babies. We have on-site daycare so that the moms can...
Volunteer Grant Writers Needed,OPEN ARMS MINISTRY,"Position: Grant Writer Open Arms is actively recruiting volunteers who are passionate about combating poverty, championing at-risk..."
Marketing & Communications Volunteers Needed,OPEN ARMS MINISTRY,Role: Marketing and Communications Committee Member Mission: Open Arms Ministry supports and partners with those struggling with...
Philanthropy Managers,OPEN ARMS MINISTRY,"Position: Philanthropy Manager Open Arms is actively recruiting volunteers who are passionate about combating poverty, championing..."
Homeless Drop In Support Needed,OPEN ARMS MINISTRY,Role: Drop-In Support Mission: Open Arms Drop-In provides basic relief services to individuals struggling with homelessness or at risk of...
Food Pantry Support - Help Us Fight Food Insecurity,OPEN ARMS MINISTRY,Role: Food Pantry Support Mission: Open Arms Food Pantry provides grocery items to individuals and families struggling with food...
Music Class Assistant,Centro Autonomo,"Centro Autónomo has a violin class, ""Cuerdas Mexicanas,"" for all ages. Cuerdas Mexicanas aims to teach and strengthen the..."
ESL facilitators wanted!,Centro Autonomo,"We're looking for socially conscious volunteers to teach ESL classes to spanish speaking community members in Albany Park, Chicago...."
ESL Facilitators needed!,Centro Autonomo,The Centro Autónomo de Albany Park is seeking enthusiastic individuals interested in getting involved in the Spanish-speaking community...
Childcare Assistance with Opportunity to Teach,Centro Autonomo,Enjoy working with children? Would you like to facilitate their growth? We are looking for assistance with childcare M-F 6:30pm- 8:30pm...
"Words, Poems, and Music of Resilience (Inherit Chicago 2019)",Chicago Cultural Alliance,The Chicago Cultural Alliance is seeking volunteers for Inherit Chicago 2019! Inherit Chicago is a month-long festival of intercultural...
